authorid,Author,Country,mapId,birthYear,deathYear,Lifespan,Wikimedia,dloc,lon,lat
mmphilip,Michel Maxwell Philip,Trinidad & Tobago,3,1829,1888,1829-1888,https://en.wikipedia.org/wiki/Michel_Maxwell_Philip,https://createcaribbean.org/vcl/mmphilip_dloc/,-61.26048814,10.47267428
mcliff,Michelle Cliff,Jamaica,4,1946,2016,1946-2016,https://en.wikipedia.org/wiki/Michelle_Cliff,https://createcaribbean.org/vcl/mcliff_dloc/,-77.31110641,18.15769529
mgargar,Michelle Gargar,Australia,36,0,0,Unknown,,,134.4840312,-25.70993157
mpbartonromeo,Michelle Paula Barton-Romeo,Trinidad & Tobago,3,0,0,Unknown,,,-61.26048814,10.47267428
maasturias,Miguel Ángel Asturias,Guatemala,15,1899,1974,1899-1974,https://en.wikipedia.org/wiki/Miguel_%C3%81ngel_Asturias,https://createcaribbean.org/vcl/maasturias_dloc/,-90.36397946,15.69723796
mcollazo,Miguel Collazo,Cuba,14,1936,1999,1936-1999,https://es.wikipedia.org/wiki/Miguel_Collazo,,-79.5,22
mdcarrión,Miguel de Carrión,Cuba,14,1875,1929,1875-1929,https://es.wikipedia.org/wiki/Miguel_de_Carri%C3%B3n,,-79.5,22
mricourt,Milagros Ricourt,United States,1,1960,0,1960-,,,-99.41461919,39.39870316
mrcáceres,Milagros Rodríguez Cáceres,Spain,2,1954,0,1954-,https://es.wikipedia.org/wiki/Milagros_Rodr%C3%ADguez_C%C3%A1ceres,,-3.646063105,40.22794966
mrosello,Mireille Rosello,United States,1,1957,0,1957-,,https://createcaribbean.org/vcl/mrosello_dloc/,-99.41461919,39.39870316
mroffey,Monique Roffey,Trinidad & Tobago,3,1965,0,1965-,https://en.wikipedia.org/wiki/Monique_Roffey,https://createcaribbean.org/vcl/mroffey_dloc/,-61.26048814,10.47267428
mmandisa,Mosi Mandisa,St. Kitts & Nevis,41,0,0,Unknown,,,-62.76560385,17.33971169
mpfernandez,Mylene Pintado Fernandz,Cuba,14,1963,0,1963-,https://es.wikipedia.org/wiki/Mylene_Fern%C3%A1ndez_Pintado,,-79.5,22
mjachancy,Myriam J. A Chancy,Haiti,5,1970,0,1970,https://en.wikipedia.org/wiki/Myriam_J._A._Chancy,,-72.3385625,18.40248133
mwvieyra,Myriam Warner-Vieyra,Guadeloupe,29,1939,2017,1939-2017,https://en.wikipedia.org/wiki/Myriam_Warner-Vieyra,https://createcaribbean.org/vcl/mwvieyra_dloc/,-61.65012,16.14475253
ncmarks,N. C. Marks,St. Vincent & the Grenadines,42,0,0,Unknown,,,-61.20075147,13.20184062
ndwilliams,N. D. Williams,Guyana,62,1942,0,1942-,https://en.wikipedia.org/wiki/N._D._Williams,https://www.dloc.com/AA00032523/00013/images/276,-58.97538658,4.79642268
nfimoja,Nailah Folami Imoja,Barbados,12,0,0,Unknown,,https://createcaribbean.org/vcl/nfimoja_dloc/,-59.55642448,13.17222198
ncoster,Naima Coster,United States,1,1986,0,1986-,https://en.wikipedia.org/wiki/Naima_Coster,,-99.41461919,39.39870316
nhopkinson,Nalo Hopkinson,Jamaica,4,1960,0,1960-,https://en.wikipedia.org/wiki/Nalo_Hopkinson,https://createcaribbean.org/vcl/nhopkinson_dloc/,-77.31110641,18.15769529
nroy,Namba Roy,Jamaica,4,1910,1961,1910 - 1961,https://en.wikipedia.org/wiki/Namba_Roy,https://createcaribbean.org/vcl/nroy_dloc/,-77.31110641,18.15769529
nmorejón,Nancy Morejón,Cuba,14,1944,0,1944-,https://en.wikipedia.org/wiki/Nancy_Morej%C3%B3n,,-79.5,22
njackson,Naomi Jackson,United States,1,0,0,Unknown,https://en.wikipedia.org/wiki/Naomi_Jackson,https://www.dloc.com/AA00090268/00026/pdf,-99.41461919,39.39870316
nshewcharan,Narmala Shewcharan,Guyana,62,0,0,Unknown,https://en.wikipedia.org/wiki/Narmala_Shewcharan,https://www.dloc.com/UF00080046/00033/images/290,-58.97538658,4.79642268
nponce,Néstor Ponce,Argentina,45,1955,0,1955-,https://fr.wikipedia.org/wiki/Ponce_N%C3%A9stor,,-65.07154211,-35.49575818
ndawes,Neville Dawes,Nigeria,31,1926,1984,1926 - 1984,https://en.wikipedia.org/wiki/Neville_Dawes,https://createcaribbean.org/vcl/ndawes_dloc/,8.106777828,9.593696882
ngiuseppi,Neville Giuseppi,Trinidad & Tobago,3,1909,1999,1909 - 1999,,https://createcaribbean.org/vcl/ngiuseppi_dloc/,-61.26048814,10.47267428
nlaughlin,Nicholas Laughlin,Trinidad & Tobago,3,1975,0,1975-,https://en.wikipedia.org/wiki/Nicholas_Laughlin,,-61.26048814,10.47267428
nyoon,Nicola Yoon,Jamaica,4,1972,0,1972-,https://en.wikipedia.org/wiki/Nicola_Yoon,,-77.31110641,18.15769529
ngullien,Nicolás Guillén,Cuba,14,1902,1989,1902 - 1989,https://en.wikipedia.org/wiki/Nicolás_Guillén,https://createcaribbean.org/vcl/ngullien_dloc/,-79.5,22
ndennisbenn,Nicole Deniss-Benn,Jamaica,4,1982,0,1982-,https://en.wikipedia.org/wiki/Nicole_Dennis-Benn,https://createcaribbean.org/vcl/ndennisbenn_dloc/,-77.31110641,18.15769529
nroberts,Nicole Roberts,United States,1,0,0,Unknown,,,-99.41461919,39.39870316
necameron,Norman Eustace Cameron,Guyana,62,1903,1983,1903 - 1983,https://en.wikipedia.org/wiki/N._E._Cameron,https://www.dloc.com/UF00088915/00279/images/29,-58.97538658,4.79642268
ordathorne,O.R Dathorne,Guyana,62,1934,2007,1934 - 2007,https://en.wikipedia.org/wiki/Oscar_Dathorne,https://createcaribbean.org/vcl/ordathorne_dloc/,-58.97538658,4.79642268
olewin,Olive Lewin,Jamaica,4,1927,2013,1927 - 2013,https://en.wikipedia.org/wiki/Olive_Lewin,https://www.dloc.com/CA00199854/00001/images,-77.31110641,18.15769529
osenior,Olive Senior,Jamaica,4,1941,0,1941-,https://en.wikipedia.org/wiki/Olive_Senior,https://createcaribbean.org/vcl/osenior_dloc/,-77.31110641,18.15769529
okempadoo,Oonya Kempadoo,England,11,1966,0,1966-,https://en.wikipedia.org/wiki/Oonya_Kempadoo,https://createcaribbean.org/vcl/okempadoo_dloc/,-1.458627594,52.59273448
opalmeradisa,Opal Palmer Adisa,Jamaica,4,0,0,Unknown,,,-77.31110641,18.15769529
olplazo,Orlando Luis Pardo Lazo,Cuba,14,1971,0,1971-,https://es.wikipedia.org/wiki/Julio_Ortega_(escritor),https://www.dloc.com/UF00090030/00091/images/125,-79.5,22
opatterson,Orlando Patterson,Jamaica,4,1940,0,1940-,https://en.wikipedia.org/wiki/Orlando_Patterson,,-77.31110641,18.15769529
oggoyco,Osvaldo García Goyco,Puerto Rico,37,0,0,Unknown,,https://createcaribbean.org/vcl/oggoyco_dloc/,-66.46895343,18.2226065
pmordecai,Pamela Mordecai,Jamaica,4,1942,0,1942-,https://en.wikipedia.org/wiki/Pamela_Mordecai,https://createcaribbean.org/vcl/pmordecai_dloc/,-77.31110641,18.15769529
ppowell,Patricia Powell,Jamaica,4,1966,0,1966-,https://en.wikipedia.org/wiki/Patricia_Powell,https://createcaribbean.org/vcl/ppowell_dloc/,-77.31110641,18.15769529
pchamoiseau,Patrick Chamoiseau,Martinique,8,1953,0,1953-,https://en.wikipedia.org/wiki/Patrick_Chamoiseau,https://createcaribbean.org/vcl/pchamoiseau_dloc/,-61.01838056,14.65313333
psylvain,Patrick Sylvain,Haiti,5,0,0,Unknown,https://ht.wikipedia.org/wiki/Patrick_Sylvain,https://createcaribbean.org/vcl/psylvain_dloc/,-72.3385625,18.40248133
pkeensdouglas,Paul Keens-Douglas,Trinidad & Tobago,3,1942,0,1942-,,https://createcaribbean.org/vcl/pkeensdouglas_dloc/,-61.26048814,10.47267428
pmarlee,Paul Marlee,Suriname,43,1938,0,1938,https://nl.wikipedia.org/wiki/Paul_Marlee,,-56.01360781,3.931777409
pmarshall,Paule Marshall,Barbados,12,1929,2019,1929 - 2019,https://en.wikipedia.org/wiki/Paule_Marshall,https://createcaribbean.org/vcl/pmarshall_dloc/,-59.55642448,13.17222198
pramsay,Paulette Ramsay,Jamaica,4,0,0,Unknown,https://en.wikipedia.org/wiki/Paulette_Ramsay,https://www.dloc.com/AA00000079/00008/images/145,-77.31110641,18.15769529
pmelville,Pauline Melville,Guyana,62,1948,0,1948-,https://en.wikipedia.org/wiki/Pauline_Melville,https://createcaribbean.org/vcl/pmelville_dloc/,-58.97538658,4.79642268
ppress,Peekash Press,United States,1,1946,0,1946-,,,-99.41461919,39.39870316
pabrahams,Peter Abrahams,Jamaica,4,1919,2017,1919 - 2017,https://en.wikipedia.org/wiki/Peter_Abrahams,https://createcaribbean.org/vcl/pabrahams_dloc/,-77.31110641,18.15769529
pjosie,Peter Josie,St. Lucia,16,1941,0,1941-,https://en.wikipedia.org/wiki/Peter_Josie,,-60.96730046,13.89863973
pkempadoo,Peter Kempadoo,Guyana,62,1926,2019,1926 - 2019,https://en.wikipedia.org/wiki/Peter_Kempadoo,https://www.dloc.com/UF00088915/00192/images/37,-58.97538658,4.79642268
parcher,Petreine Archer,England,11,1956,2012,1956 - 2012,https://en.wikipedia.org/wiki/Petrine_Archer-Straw,,-1.458627594,52.59273448
plindsay,Philip Lindsay,United States,1,1906,1958,1906 - 1958,https://de.wikipedia.org/wiki/Philip_Lindsay,,-99.41461919,39.39870316
ptmarcelin,Philippe Thoby-Marcelin,Haiti,5,1904,1975,1904 - 1975,https://en.wikipedia.org/wiki/Philippe_Thoby-Marcelin,https://createcaribbean.org/vcl/ptmarcelin_dloc/,-72.3385625,18.40248133
psallfrey,Phyllis Shand Allfrey,Dominica,10,1908,1986,1908 - 1986,https://en.wikipedia.org/wiki/Phyllis_Shand_Allfrey,https://createcaribbean.org/vcl/psallfrey_dloc/,-61.35007388,15.43465728
pajeanty,Pierre Alex Jeanty,Haiti,5,0,0,Unknown,,,-72.3385625,18.40248133
pmarcelin,Pierre Marcelin,France,17,0,0,Unknown,,,2.550539953,46.55941704
pvvastey,Pompée Valentin Vastey,Haiti,5,1781,1820,1781 - 1820,https://en.wikipedia.org/wiki/Pompée_Valentin_Vastey,https://www.dloc.com/AA00021541/00001/images/4,-72.3385625,18.40248133
qmacoomeh,Queen Macoomeh,Trinidad & Tobago,3,0,0,Unknown,,,-61.26048814,10.47267428
rapinder,R. A. Pinder,The Bahamas,19,0,0,Unknown,,https://www.dloc.com/AA00010703/00001/pdf,-77.37122,25.04082
rlcaarons,R. L. C. Aarons,Jamaica,4,0,0,Unknown,,https://www.dloc.com/AA00004572/00001/images/48,-77.31110641,18.15769529
rbcunninghamegraham,R.B Cunnighame-Graham,England,11,1852,1936,1852 - 1936,https://en.wikipedia.org/wiki/Cunninghame_Graham,https://www.dloc.com/AA00089365/00001/images/2,-1.458627594,52.59273448
rmaharaj,Rabindranath Maharaj,Trinidad & Tobago,3,1955,0,1955-,https://en.wikipedia.org/wiki/Rabindranath_Maharaj,https://createcaribbean.org/vcl/rmaharaj_dloc/,-61.26048814,10.47267428
rkirby,Rachel Kirby,England,11,0,0,Unknown,,,-1.458627594,52.59273448
rmanley,Rachel Manley,England,11,1947,0,1947-,https://en.wikipedia.org/wiki/Rachel_Manley,,-1.458627594,52.59273448
ravmartinez,Ramon Antonio Victoriano-Martinez,Dominican Republic,9,1969,0,1969-,,,-70.49003617,18.89668483
rdepalma,Ramón De Palma,Cuba,14,1812,1860,1812 - 1860,https://es.wikipedia.org/wiki/Ramón_de_Palma,,-79.5,22
rbaltidor,Raoul B. Altidor,Haiti,5,1965,0,1965-,https://ht.wikipedia.org/wiki/Raoul_Altidor,,-72.3385625,18.40248133
rpantin,Raoul Pantin,Trinidad & Tobago,3,1943,2015,1943 - 2015,https://en.wikipedia.org/wiki/Raoul_Pantin,https://createcaribbean.org/vcl/rpantin_dloc/,-61.26048814,10.47267428
rconfiant,Raphaël Confiant,Martinique,8,1951,0,1951-,https://fr.wikipedia.org/wiki/Raphaël_Confiant,,-61.01838056,14.65313333
rarenas,Reinaldo Arenas,Cuba,14,1943,1990,1943 - 1990,https://en.wikipedia.org/wiki/Reinaldo_Arenas,https://www.dloc.com/UF00098948/00030/pdf,-79.5,22
rbonneville,René Bonneville,Martinique,8,1871,1902,1871 - 1902,https://fr.wikipedia.org/wiki/René_Bonneville,,-61.01838056,14.65313333
rdepestre,Rene Depestre,Haiti,5,1926,0,1926,https://en.wikipedia.org/wiki/René_Depestre,https://createcaribbean.org/vcl/rdepestre_dloc/,-72.3385625,18.40248133
rmaran,René Maran,Martinique,8,1887,1960,1887 - 1960,https://en.wikipedia.org/wiki/René_Maran,,-61.01838056,14.65313333
rphiloctète,René Philoctète,Haiti,5,0,0,Unknown,,,-72.3385625,18.40248133
rfpatterson,Richard F. Patterson,United States,1,1940,0,1940-,,,-99.41461919,39.39870316
rkdouglas,Richardo Keens-Douglas,Grenada,27,1953,0,1953-,,,-61.65964496,12.15196505
rantoni,Robert Antoni,United States,1,1958,0,1958-,https://en.wikipedia.org/wiki/Robert_Antoni,,-99.41461919,39.39870316
rlross,Robert L Ross,United States,1,0,0,Unknown,,,-99.41461919,39.39870316
rmcdonald,Robert McDonald,United States,1,0,0,Unknown,,,-99.41461919,39.39870316
rnazaire,Robert Nazaire,Canada,24,0,0,Unknown,,,-113.64258,60.10867
rfretamar,Roberto Fernández Retamar,Cuba,14,1930,2019,1930 - 2019,https://es.wikipedia.org/wiki/Roberto_Fernández_Retamar,https://createcaribbean.org/vcl/rfretamar_dloc/,-79.5,22
rvalero,Roberto Valero,Cuba,14,1955,1994,1955 - 1994,https://en.wikipedia.org/wiki/Roberto_Valero,https://www.dloc.com/UF00103497/00049/images/17,-79.5,22
rwalcott,Roderick Walcott,St. Lucia,16,1930,2000,1930 - 2000,https://en.wikipedia.org/wiki/Roderick_Walcott,https://createcaribbean.org/vcl/rwalcott_dloc/,-60.96730046,13.89863973
rdorsinville,Roger Dorsinville,Haiti,5,1911,1992,1911 - 1992,,https://createcaribbean.org/vcl/rdorsinville_dloc/,-72.3385625,18.40248133
rmais,Roger Mais,Jamaica,4,1905,1955,1905 - 1955,https://en.wikipedia.org/wiki/Roger_Mais,https://createcaribbean.org/vcl/rmais_dloc/,-77.31110641,18.15769529
rparsemain,Roger Parsemain,Martinique,8,1944,0,1944-,,,-61.01838056,14.65313333
rrobinson,Roger Robinson,United States,1,1933,2018,1933 - 2018,https://en.wikipedia.org/wiki/Roger_Robinson_(poet),,-99.41461919,39.39870316
rmonar,Rooplall Monar,Guyana,62,1945,0,1945-,,https://createcaribbean.org/vcl/rmonar_dloc/,-58.97538658,4.79642268
rsingh,Roopnandan Singh,Guyana,62,0,0,Unknown,,,-58.97538658,4.79642268
rdalton,Roque Dalton,El Salvador,30,1935,1975,1935 - 1975,https://en.wikipedia.org/wiki/Roque_Dalton,,-88.86567455,13.73346847
rgay,Roxane Gay,Haiti,5,1974,0,1974-,https://en.wikipedia.org/wiki/Roxane_Gay,,-72.3385625,18.40248133
ragalt,Roy A Galt,Trinidad & Tobago,3,0,0,Unknown,,,-61.26048814,10.47267428
rnamba,Roy Namba,Jamaica,4,1910,1961,1910 - 1961,https://en.wikipedia.org/wiki/Namba_Roy,https://www.dloc.com/AA00030574/00001/images,-77.31110641,18.15769529
rmartínez,Rueben Martínez,United States,1,0,0,Unknown,,,-99.41461919,39.39870316
scostanzo,Sabrina Costanzo,England,11,0,0,Unknown,,,-1.458627594,52.59273448
sjperse,Saint-John Perse,Guadeloupe,29,1887,1975,1887 - 1975,https://en.wikipedia.org/wiki/Saint-John_Perse,https://www.dloc.com/AA00022089/05930/images/1,-61.65012,16.14475253
sselvon,Samuel Selvon,Trinidad & Tobago,3,1923,1994,1923 - 1994,https://en.wikipedia.org/wiki/Sam_Selvon,https://createcaribbean.org/vcl/sselvon_dloc/,-61.26048814,10.47267428
scollins,Sara Collins,Jamaica,4,1972,0,1972-,https://en.wikipedia.org/wiki/Sara_Collins,https://www.dloc.com/AA00032523/00013/images/152,-77.31110641,18.15769529
sdass,Sarah Dass,Trinidad & Tobago,3,0,0,Unknown,,,-61.26048814,10.47267428
spooley,Sarah Pooley,Canada,24,0,0,Unknown,,,-113.64258,60.10867
spersaud,Sasenarine Persaud,Guyana,62,1958,0,1958-,,https://createcaribbean.org/vcl/spersaud_dloc/,-58.97538658,4.79642268
snaipaul,Seepersad Naipaul,Trinidad & Tobago,3,1906,1953,1906 - 1953,https://en.wikipedia.org/wiki/Seepersad_Naipaul,https://www.dloc.com/AA00030618/00001/images,-61.26048814,10.47267428
ssarduy,Severo Sarduy,Cuba,14,1937,1993,1937 - 1993,https://en.wikipedia.org/wiki/Severo_Sarduy,,-79.5,22
sbourne,Shakirah Bourne,Barbados,12,1942,2019,1942 - 2019,,https://createcaribbean.org/vcl/sbourne_dloc/,-59.55642448,13.17222198
smootoo,Shani Mootoo,Ireland,39,1957,0,1957,https://en.wikipedia.org/wiki/Shani_Mootoo,https://www.dloc.com/AA00000079/00009/images/99,-8.146006147,53.17587985
sbesson,Sherwyn Besson,Trinidad & Tobago,3,0,0,Unknown,,,-61.26048814,10.47267428
shnaipaul,Shiva Naipaul,Trinidad & Tobago,3,1945,1985,1945 - 1985,https://en.wikipedia.org/wiki/Shiva_Naipaul,,-61.26048814,10.47267428
ssmaharajh,Shiva Shridath Maharajh,Trinidad & Tobago,3,0,0,Unknown,,,-61.26048814,10.47267428
sramlochan,Shivanee Ramlochan,Trinidad & Tobago,3,1986,0,1986-,https://ca.wikipedia.org/wiki/Shivanee_Ramlochan,https://createcaribbean.org/vcl/sramlochan_dloc/,-61.26048814,10.47267428
sschama,Simon Schama,England,11,1945,0,1945-,https://en.wikipedia.org/wiki/Simon_Schama,,-1.458627594,52.59273448
ssbart,Simone Schwarz-Bart,France,17,1938,0,1938-,https://en.wikipedia.org/wiki/Simone_Schwarz-Bart,https://createcaribbean.org/vcl/ssbart_dloc/,2.550539953,46.55941704
srios,Soleida Rios,Cuba,14,1950,0,1950-,,,-79.5,22
sadantes,Stephen A Dantes,St. Lucia,16,1982,0,1982-,https://en.wikipedia.org/wiki/Stephen_Dantes,https://www.dloc.com/UF00095627/00076/pdf,-60.96730046,13.89863973
sbrown,Stewart Brown,England,11,1950,0,1950-,https://en.wikipedia.org/wiki/Stewart_Brown,https://createcaribbean.org/vcl/sbrown_dloc/,-1.458627594,52.59273448
sdracius,Suzanne Dracius,Martinique,8,1951,0,1951-,https://en.wikipedia.org/wiki/Suzanne_Dracius,https://createcaribbean.org/vcl/sdracius_dloc/,-61.01838056,14.65313333
sdurant,Suzanne Durant,Barbados,12,0,0,Unknown,,,-59.55642448,13.17222198
swynter,Sylvia Wynter,Jamaica,4,1928,0,1928-,https://en.wikipedia.org/wiki/Sylvia_Wynter,https://createcaribbean.org/vcl/swynter_dloc/,-77.31110641,18.15769529
tcharles,Tami Charles,United States,1,0,0,Unknown,,,-99.41461919,39.39870316
tmcwatt,Tessa McWatt,Guyana,62,0,0,Unknown,,,-58.97538658,4.79642268
tparet,Timothée Paret,United States,1,1887,1942,1887 - 1942,,,-99.41461919,39.39870316
tcallender,Timothy Callender,Barbados,12,1946,0,1946-,,,-59.55642448,13.17222198
tmarugg,Tip Marugg,Curaçao,44,1923,2006,1923 - 2006,https://en.wikipedia.org/wiki/Tip_Marugg,https://www.dloc.com/UF00099461/00041/images/268,-68.97143528,12.19350742
tyanique,Tiphanie Yanique,United States,1,1978,0,1978-,https://en.wikipedia.org/wiki/Tiphanie_Yanique,https://createcaribbean.org/vcl/tyanique_dloc/,-99.41461919,39.39870316
tdelsham,Tony Delsham,Martinique,8,1946,0,1946-,https://fr.wikipedia.org/wiki/Tony_Delsham,https://www.dloc.com/UF00088914/00171/images/8,-61.01838056,14.65313333
tchadee,Trevor Chadee,Trinidad & Tobago,3,0,0,Unknown,,,-61.26048814,10.47267428
tdrhone,Trevor D Rhone,Jamaica,4,1940,2009,1940 - 2009,https://en.wikipedia.org/wiki/Trevor_Rhone,,-77.31110641,18.15769529
twilliams,Tyrone Williams,United States,1,0,0,Unknown,,,-99.41461919,39.39870316
uvalverde,Umberto Valverde,Colombia,66,1947,0,1947-,https://es.wikipedia.org/wiki/Umberto_Valverde,,-73.07575492,3.901115804
umarson,Una Marson,Jamaica,4,1905,1965,1905 - 1965,https://en.wikipedia.org/wiki/Una_Marson,https://createcaribbean.org/vcl/umarson_dloc/,-77.31110641,18.15769529
ugiuseppi,Undine Giuseppi,Barbados,12,0,0,Unknown,,,-59.55642448,13.17222198
vsnaipaul,V.S. Naipaul,Trinidad & Tobago,3,1932,2018,1932 - 2018,https://en.wikipedia.org/wiki/V._S._Naipaul,https://createcaribbean.org/vcl/vsnaipaul_dloc/,-61.26048814,10.47267428
vcapildeo,Vahni Capildeo,Trinidad & Tobago,3,1973,0,1973-,https://en.wikipedia.org/wiki/Vahni_Capildeo,https://createcaribbean.org/vcl/vcapildeo_dloc/,-61.26048814,10.47267428
vriley,Vanessa Riley,Trinidad & Tobago,3,0,0,Unknown,,,-61.26048814,10.47267428
vspence,Vanessa Spence,Jamaica,4,1961,0,1961-,https://en.wikipedia.org/wiki/Vanessa_Spence,https://www.dloc.com/AA00032523/00009/images/226,-77.31110641,18.15769529
vpollard,Velma Pollard,Jamaica,4,1937,0,1937-,https://en.wikipedia.org/wiki/Velma_Pollard,https://createcaribbean.org/vcl/vpollard_dloc/,-77.31110641,18.15769529
vjclarke,Velta J Clarke,Jamaica,4,0,0,Unknown,,,-77.31110641,18.15769529
vmaisier,Véronique Maisier,Canada,24,0,0,Unknown,,,-113.64258,60.10867
vsreid,Victor Stafford Reid,Jamaica,4,1913,1987,1913 - 1987,https://en.wikipedia.org/wiki/Victor_Stafford_Reid,,-77.31110641,18.15769529
vdiaz,Vigil Diaz,Dominican Republic,9,1880,1961,1880 - 1961,https://en.wikipedia.org/wiki/Otilio_Vigil_Díaz,,-70.49003617,18.89668483
vpinera,Virgilio Piñera,Cuba,14,1912,1979,1912 - 1979,https://en.wikipedia.org/wiki/Virgilio_Piñera,https://createcaribbean.org/vcl/vpinera_dloc/,-79.5,22
vlucien,Vladimir Lucien,St. Lucia,16,0,0,Unknown,,,-60.96730046,13.89863973
walewis,W. Arthur Lewis,St. Lucia,16,1915,1991,1915 - 1991,https://en.wikipedia.org/wiki/W._Arthur_Lewis,,-60.96730046,13.89863973
wwilliams,Wallace Williams,US Virgin Islands,64,1946,0,1946-,https://en.wikipedia.org/wiki/Wallace_Williams,,-64.8190875,17.72811445
waroberts,Walter Adolphe Roberts,Jamaica,4,1886,1962,1886 - 1962,https://en.wikipedia.org/wiki/Walter_Adolphe_Roberts,https://createcaribbean.org/vcl/waroberts_dloc/,-77.31110641,18.15769529
wgoodman,Walter Goodman,United States,1,0,0,Unknown,,,-99.41461919,39.39870316
wgtrotman,Wayne Gerard Trotman,Trinidad & Tobago,3,1964,0,1964,,,-61.26048814,10.47267428
wloehfelm,William Loehfelm,United States,1,0,0,Unknown,,,-99.41461919,39.39870316
wpbarron,William P Barron,England,11,0,0,Unknown,,https://www.dloc.com/AA00004645/00026/images/18,-1.458627594,52.59273448
wtvollmann,William T Vollmann,United States,1,0,0,Unknown,,,-99.41461919,39.39870316
wbennett,Wycliffe Bennett,Jamaica,4,1922,2009,1922 - 2009,,https://createcaribbean.org/vcl/wbennett_dloc/,-77.31110641,18.15769529
ylahens,Yanick Lahens,Haiti,5,1953,0,1953-,https://en.wikipedia.org/wiki/Yanick_Lahens,https://createcaribbean.org/vcl/ylahens_dloc/,-72.3385625,18.40248133
ycanetti,Yanitzia Canetti,Cuba,14,1967,0,1967-,https://en.wikipedia.org/wiki/Yanitzia_Canetti,,-79.5,22
yIrizarry,Ylce Irizarry,Cuba,14,0,0,Unknown,,https://www.dloc.com/UF00096005/00046/images/164,-79.5,22
ycharara,Youmna Charara,Italy,20,0,0,Unknown,,,12.83333,42.83333
zsmith,Zadie Smith,England,11,1975,0,1975-,https://en.wikipedia.org/wiki/Zadie_Smith,https://www.dloc.com/UF00096005/00010/images/144,-1.458627594,52.59273448
zedgell,Zee Edgell,Belize,33,1940,2020,1940 - 2020,https://en.wikipedia.org/wiki/Zee_Edgell,https://createcaribbean.org/vcl/zedgell_dloc/,-88.69496155,17.20905026
zelliott,Zetta Elliott,Canada,24,1972,0,1972-,https://en.wikipedia.org/wiki/Zetta_Elliott,,-113.64258,60.10867
zcompagnie,Zoukouyanyan Compagnie,French Guiana,28,0,0,Unknown,,,-53.23312207,3.921724136